"Any","Mes","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Demanda_ocupació","Nombre"
2017,1,1,"Ciutat Vella",1,"el Raval","Homes","Atur registrat",2107
2017,1,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Atur registrat",538
2017,1,1,"Ciutat Vella",3,"la Barceloneta","Homes","Atur registrat",537
2017,1,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Homes","Atur registrat",741
2017,1,2,"Eixample",5,"el Fort Pienc","Homes","Atur registrat",630
2017,1,2,"Eixample",6,"la Sagrada Família","Homes","Atur registrat",1032
2017,1,2,"Eixample",7,"la Dreta de l'Eixample","Homes","Atur registrat",655
2017,1,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Homes","Atur registrat",751
2017,1,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Homes","Atur registrat",1128
2017,1,2,"Eixample",10,"Sant Antoni","Homes","Atur registrat",847
2017,1,3,"Sants-Montjuïc",11,"el Poble Sec","Homes","Atur registrat",1247
2017,1,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Homes","Atur registrat",72
2017,1,3,"Sants-Montjuïc",13,"la Marina de Port","Homes","Atur registrat",814
2017,1,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Homes","Atur registrat",311
2017,1,3,"Sants-Montjuïc",15,"Hostafrancs","Homes","Atur registrat",339
2017,1,3,"Sants-Montjuïc",16,"la Bordeta","Homes","Atur registrat",398
2017,1,3,"Sants-Montjuïc",17,"Sants - Badal","Homes","Atur registrat",422
2017,1,3,"Sants-Montjuïc",18,"Sants","Homes","Atur registrat",812
2017,1,4,"Les Corts",19,"les Corts","Homes","Atur registrat",839
2017,1,4,"Les Corts",20,"la Maternitat i Sant Ramon","Homes","Atur registrat",417
2017,1,4,"Les Corts",21,"Pedralbes","Homes","Atur registrat",103
2017,1,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Homes","Atur registrat",42
2017,1,5,"Sarrià-Sant Gervasi",23,"Sarrià","Homes","Atur registrat",221
2017,1,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Homes","Atur registrat",163
2017,1,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Homes","Atur registrat",259
2017,1,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Homes","Atur registrat",521
2017,1,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Homes","Atur registrat",474
2017,1,6,"Gràcia",28,"Vallcarca i els Penitents","Homes","Atur registrat",308
2017,1,6,"Gràcia",29,"el Coll","Homes","Atur registrat",129
2017,1,6,"Gràcia",30,"la Salut","Homes","Atur registrat",250
2017,1,6,"Gràcia",31,"la Vila de Gràcia","Homes","Atur registrat",1004
2017,1,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Homes","Atur registrat",654
2017,1,7,"Horta-Guinardó",33,"el Baix Guinardó","Homes","Atur registrat",507
2017,1,7,"Horta-Guinardó",34,"Can Baró","Homes","Atur registrat",178
2017,1,7,"Horta-Guinardó",35,"el Guinardó","Homes","Atur registrat",844
2017,1,7,"Horta-Guinardó",36,"la Font d'en Fargues","Homes","Atur registrat",253
2017,1,7,"Horta-Guinardó",37,"el Carmel","Homes","Atur registrat",861
2017,1,7,"Horta-Guinardó",38,"la Teixonera","Homes","Atur registrat",260
2017,1,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Homes","Atur registrat",157
2017,1,7,"Horta-Guinardó",40,"Montbau","Homes","Atur registrat",114
2017,1,7,"Horta-Guinardó",41,"la Vall d'Hebron","Homes","Atur registrat",121
2017,1,7,"Horta-Guinardó",42,"la Clota","Homes","Atur registrat",8
2017,1,7,"Horta-Guinardó",43,"Horta","Homes","Atur registrat",719
2017,1,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Homes","Atur registrat",663
2017,1,8,"Nou Barris",45,"Porta","Homes","Atur registrat",648
2017,1,8,"Nou Barris",46,"el Turó de la Peira","Homes","Atur registrat",414
2017,1,8,"Nou Barris",47,"Can Peguera","Homes","Atur registrat",58
2017,1,8,"Nou Barris",48,"la Guineueta","Homes","Atur registrat",483
2017,1,8,"Nou Barris",49,"Canyelles","Homes","Atur registrat",235
2017,1,8,"Nou Barris",50,"les Roquetes","Homes","Atur registrat",511
2017,1,8,"Nou Barris",51,"Verdun","Homes","Atur registrat",391
2017,1,8,"Nou Barris",52,"la Prosperitat","Homes","Atur registrat",730
2017,1,8,"Nou Barris",53,"la Trinitat Nova","Homes","Atur registrat",348
2017,1,8,"Nou Barris",54,"Torre Baró","Homes","Atur registrat",97
2017,1,8,"Nou Barris",55,"Ciutat Meridiana","Homes","Atur registrat",504
2017,1,8,"Nou Barris",56,"Vallbona","Homes","Atur registrat",58
2017,1,9,"Sant Andreu",57,"la Trinitat Vella","Homes","Atur registrat",467
2017,1,9,"Sant Andreu",58,"Baró de Viver","Homes","Atur registrat",56
2017,1,9,"Sant Andreu",59,"el Bon Pastor","Homes","Atur registrat",317
2017,1,9,"Sant Andreu",60,"Sant Andreu","Homes","Atur registrat",1282
2017,1,9,"Sant Andreu",61,"la Sagrera","Homes","Atur registrat",620
2017,1,9,"Sant Andreu",62,"el Congrés i els Indians","Homes","Atur registrat",302
2017,1,9,"Sant Andreu",63,"Navas","Homes","Atur registrat",469
2017,1,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Homes","Atur registrat",988
2017,1,10,"Sant Martí",65,"el Clot","Homes","Atur registrat",631
2017,1,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Homes","Atur registrat",296
2017,1,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Homes","Atur registrat",203
2017,1,10,"Sant Martí",68,"el Poblenou","Homes","Atur registrat",695
2017,1,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Homes","Atur registrat",337
2017,1,10,"Sant Martí",70,"el Besòs i el Maresme","Homes","Atur registrat",771
2017,1,10,"Sant Martí",71,"Provençals del Poblenou","Homes","Atur registrat",492
2017,1,10,"Sant Martí",72,"Sant Martí de Provençals","Homes","Atur registrat",686
2017,1,10,"Sant Martí",73,"la Verneda i la Pau","Homes","Atur registrat",778
2017,1,99,"No consta",99,"No consta","Homes","Atur registrat",3
2017,1,1,"Ciutat Vella",1,"el Raval","Homes","Demanda no aturats",429
2017,1,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Demanda no aturats",158
2017,1,1,"Ciutat Vella",3,"la Barceloneta","Homes","Demanda no aturats",197
2017,1,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Homes","Demanda no aturats",266
2017,1,2,"Eixample",5,"el Fort Pienc","Homes","Demanda no aturats",183
2017,1,2,"Eixample",6,"la Sagrada Família","Homes","Demanda no aturats",302
2017,1,2,"Eixample",7,"la Dreta de l'Eixample","Homes","Demanda no aturats",167
2017,1,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Homes","Demanda no aturats",177
2017,1,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Homes","Demanda no aturats",344
2017,1,2,"Eixample",10,"Sant Antoni","Homes","Demanda no aturats",231
2017,1,3,"Sants-Montjuïc",11,"el Poble Sec","Homes","Demanda no aturats",305
2017,1,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Homes","Demanda no aturats",16
2017,1,3,"Sants-Montjuïc",13,"la Marina de Port","Homes","Demanda no aturats",205
2017,1,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Homes","Demanda no aturats",76
2017,1,3,"Sants-Montjuïc",15,"Hostafrancs","Homes","Demanda no aturats",106
2017,1,3,"Sants-Montjuïc",16,"la Bordeta","Homes","Demanda no aturats",124
2017,1,3,"Sants-Montjuïc",17,"Sants - Badal","Homes","Demanda no aturats",133
2017,1,3,"Sants-Montjuïc",18,"Sants","Homes","Demanda no aturats",256
2017,1,4,"Les Corts",19,"les Corts","Homes","Demanda no aturats",273
2017,1,4,"Les Corts",20,"la Maternitat i Sant Ramon","Homes","Demanda no aturats",131
2017,1,4,"Les Corts",21,"Pedralbes","Homes","Demanda no aturats",28
2017,1,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Homes","Demanda no aturats",12
2017,1,5,"Sarrià-Sant Gervasi",23,"Sarrià","Homes","Demanda no aturats",62
2017,1,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Homes","Demanda no aturats",47
2017,1,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Homes","Demanda no aturats",60
2017,1,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Homes","Demanda no aturats",113
2017,1,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Homes","Demanda no aturats",114
2017,1,6,"Gràcia",28,"Vallcarca i els Penitents","Homes","Demanda no aturats",80
2017,1,6,"Gràcia",29,"el Coll","Homes","Demanda no aturats",34
2017,1,6,"Gràcia",30,"la Salut","Homes","Demanda no aturats",72
2017,1,6,"Gràcia",31,"la Vila de Gràcia","Homes","Demanda no aturats",270
2017,1,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Homes","Demanda no aturats",191
2017,1,7,"Horta-Guinardó",33,"el Baix Guinardó","Homes","Demanda no aturats",147
2017,1,7,"Horta-Guinardó",34,"Can Baró","Homes","Demanda no aturats",52
2017,1,7,"Horta-Guinardó",35,"el Guinardó","Homes","Demanda no aturats",175
2017,1,7,"Horta-Guinardó",36,"la Font d'en Fargues","Homes","Demanda no aturats",53
2017,1,7,"Horta-Guinardó",37,"el Carmel","Homes","Demanda no aturats",182
2017,1,7,"Horta-Guinardó",38,"la Teixonera","Homes","Demanda no aturats",54
2017,1,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Homes","Demanda no aturats",33
2017,1,7,"Horta-Guinardó",40,"Montbau","Homes","Demanda no aturats",24
2017,1,7,"Horta-Guinardó",41,"la Vall d'Hebron","Homes","Demanda no aturats",25
2017,1,7,"Horta-Guinardó",42,"la Clota","Homes","Demanda no aturats",2
2017,1,7,"Horta-Guinardó",43,"Horta","Homes","Demanda no aturats",153
2017,1,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Homes","Demanda no aturats",146
2017,1,8,"Nou Barris",45,"Porta","Homes","Demanda no aturats",144
2017,1,8,"Nou Barris",46,"el Turó de la Peira","Homes","Demanda no aturats",89
2017,1,8,"Nou Barris",47,"Can Peguera","Homes","Demanda no aturats",12
2017,1,8,"Nou Barris",48,"la Guineueta","Homes","Demanda no aturats",100
2017,1,8,"Nou Barris",49,"Canyelles","Homes","Demanda no aturats",49
2017,1,8,"Nou Barris",50,"les Roquetes","Homes","Demanda no aturats",106
2017,1,8,"Nou Barris",51,"Verdun","Homes","Demanda no aturats",81
2017,1,8,"Nou Barris",52,"la Prosperitat","Homes","Demanda no aturats",164
2017,1,8,"Nou Barris",53,"la Trinitat Nova","Homes","Demanda no aturats",61
2017,1,8,"Nou Barris",54,"Torre Baró","Homes","Demanda no aturats",17
2017,1,8,"Nou Barris",55,"Ciutat Meridiana","Homes","Demanda no aturats",87
2017,1,8,"Nou Barris",56,"Vallbona","Homes","Demanda no aturats",10
2017,1,9,"Sant Andreu",57,"la Trinitat Vella","Homes","Demanda no aturats",80
2017,1,9,"Sant Andreu",58,"Baró de Viver","Homes","Demanda no aturats",15
2017,1,9,"Sant Andreu",59,"el Bon Pastor","Homes","Demanda no aturats",87
2017,1,9,"Sant Andreu",60,"Sant Andreu","Homes","Demanda no aturats",353
2017,1,9,"Sant Andreu",61,"la Sagrera","Homes","Demanda no aturats",169
2017,1,9,"Sant Andreu",62,"el Congrés i els Indians","Homes","Demanda no aturats",82
2017,1,9,"Sant Andreu",63,"Navas","Homes","Demanda no aturats",124
2017,1,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Homes","Demanda no aturats",240
2017,1,10,"Sant Martí",65,"el Clot","Homes","Demanda no aturats",161
2017,1,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Homes","Demanda no aturats",81
2017,1,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Homes","Demanda no aturats",65
2017,1,10,"Sant Martí",68,"el Poblenou","Homes","Demanda no aturats",218
2017,1,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Homes","Demanda no aturats",89
2017,1,10,"Sant Martí",70,"el Besòs i el Maresme","Homes","Demanda no aturats",200
2017,1,10,"Sant Martí",71,"Provençals del Poblenou","Homes","Demanda no aturats",123
2017,1,10,"Sant Martí",72,"Sant Martí de Provençals","Homes","Demanda no aturats",164
2017,1,10,"Sant Martí",73,"la Verneda i la Pau","Homes","Demanda no aturats",185
2017,1,99,"No consta",99,"No consta","Homes","Demanda no aturats",2
2017,1,1,"Ciutat Vella",1,"el Raval","Dones","Atur registrat",1452
2017,1,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Atur registrat",411
2017,1,1,"Ciutat Vella",3,"la Barceloneta","Dones","Atur registrat",525
2017,1,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","Atur registrat",725
2017,1,2,"Eixample",5,"el Fort Pienc","Dones","Atur registrat",738
2017,1,2,"Eixample",6,"la Sagrada Família","Dones","Atur registrat",1206
2017,1,2,"Eixample",7,"la Dreta de l'Eixample","Dones","Atur registrat",810
2017,1,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","Atur registrat",825
2017,1,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","Atur registrat",1231
2017,1,2,"Eixample",10,"Sant Antoni","Dones","Atur registrat",881
2017,1,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","Atur registrat",1245
2017,1,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","Atur registrat",53
2017,1,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","Atur registrat",1030
2017,1,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","Atur registrat",316
2017,1,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","Atur registrat",427
2017,1,3,"Sants-Montjuïc",16,"la Bordeta","Dones","Atur registrat",501
2017,1,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","Atur registrat",543
2017,1,3,"Sants-Montjuïc",18,"Sants","Dones","Atur registrat",1024
2017,1,4,"Les Corts",19,"les Corts","Dones","Atur registrat",1024
2017,1,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","Atur registrat",537
2017,1,4,"Les Corts",21,"Pedralbes","Dones","Atur registrat",125
2017,1,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","Atur registrat",51
2017,1,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","Atur registrat",268
2017,1,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","Atur registrat",199
2017,1,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","Atur registrat",347
2017,1,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","Atur registrat",633
2017,1,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","Atur registrat",583
2017,1,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","Atur registrat",377
2017,1,6,"Gràcia",29,"el Coll","Dones","Atur registrat",159
2017,1,6,"Gràcia",30,"la Salut","Dones","Atur registrat",305
2017,1,6,"Gràcia",31,"la Vila de Gràcia","Dones","Atur registrat",1181
2017,1,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","Atur registrat",780
2017,1,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","Atur registrat",601
2017,1,7,"Horta-Guinardó",34,"Can Baró","Dones","Atur registrat",217
2017,1,7,"Horta-Guinardó",35,"el Guinardó","Dones","Atur registrat",956
2017,1,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","Atur registrat",287
2017,1,7,"Horta-Guinardó",37,"el Carmel","Dones","Atur registrat",978
2017,1,7,"Horta-Guinardó",38,"la Teixonera","Dones","Atur registrat",298
2017,1,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","Atur registrat",180
2017,1,7,"Horta-Guinardó",40,"Montbau","Dones","Atur registrat",130
2017,1,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","Atur registrat",139
2017,1,7,"Horta-Guinardó",42,"la Clota","Dones","Atur registrat",10
2017,1,7,"Horta-Guinardó",43,"Horta","Dones","Atur registrat",806
2017,1,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","Atur registrat",755
2017,1,8,"Nou Barris",45,"Porta","Dones","Atur registrat",753
2017,1,8,"Nou Barris",46,"el Turó de la Peira","Dones","Atur registrat",462
2017,1,8,"Nou Barris",47,"Can Peguera","Dones","Atur registrat",65
2017,1,8,"Nou Barris",48,"la Guineueta","Dones","Atur registrat",533
2017,1,8,"Nou Barris",49,"Canyelles","Dones","Atur registrat",260
2017,1,8,"Nou Barris",50,"les Roquetes","Dones","Atur registrat",563
2017,1,8,"Nou Barris",51,"Verdun","Dones","Atur registrat",432
2017,1,8,"Nou Barris",52,"la Prosperitat","Dones","Atur registrat",848
2017,1,8,"Nou Barris",53,"la Trinitat Nova","Dones","Atur registrat",335
2017,1,8,"Nou Barris",54,"Torre Baró","Dones","Atur registrat",92
2017,1,8,"Nou Barris",55,"Ciutat Meridiana","Dones","Atur registrat",478
2017,1,8,"Nou Barris",56,"Vallbona","Dones","Atur registrat",55
2017,1,9,"Sant Andreu",57,"la Trinitat Vella","Dones","Atur registrat",443
2017,1,9,"Sant Andreu",58,"Baró de Viver","Dones","Atur registrat",76
2017,1,9,"Sant Andreu",59,"el Bon Pastor","Dones","Atur registrat",432
2017,1,9,"Sant Andreu",60,"Sant Andreu","Dones","Atur registrat",1748
2017,1,9,"Sant Andreu",61,"la Sagrera","Dones","Atur registrat",770
2017,1,9,"Sant Andreu",62,"el Congrés i els Indians","Dones","Atur registrat",375
2017,1,9,"Sant Andreu",63,"Navas","Dones","Atur registrat",577
2017,1,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones","Atur registrat",1034
2017,1,10,"Sant Martí",65,"el Clot","Dones","Atur registrat",745
2017,1,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","Atur registrat",375
2017,1,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones","Atur registrat",248
2017,1,10,"Sant Martí",68,"el Poblenou","Dones","Atur registrat",853
2017,1,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones","Atur registrat",368
2017,1,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","Atur registrat",841
2017,1,10,"Sant Martí",71,"Provençals del Poblenou","Dones","Atur registrat",593
2017,1,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","Atur registrat",824
2017,1,10,"Sant Martí",73,"la Verneda i la Pau","Dones","Atur registrat",932
2017,1,99,"No consta",99,"No consta","Dones","Atur registrat",5
2017,1,1,"Ciutat Vella",1,"el Raval","Dones","Demanda no aturats",288
2017,1,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Demanda no aturats",105
2017,1,1,"Ciutat Vella",3,"la Barceloneta","Dones","Demanda no aturats",136
2017,1,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","Demanda no aturats",187
2017,1,2,"Eixample",5,"el Fort Pienc","Dones","Demanda no aturats",185
2017,1,2,"Eixample",6,"la Sagrada Família","Dones","Demanda no aturats",319
2017,1,2,"Eixample",7,"la Dreta de l'Eixample","Dones","Demanda no aturats",210
2017,1,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","Demanda no aturats",197
2017,1,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","Demanda no aturats",359
2017,1,2,"Eixample",10,"Sant Antoni","Dones","Demanda no aturats",246
2017,1,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","Demanda no aturats",272
2017,1,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","Demanda no aturats",8
2017,1,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","Demanda no aturats",178
2017,1,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","Demanda no aturats",68
2017,1,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","Demanda no aturats",107
2017,1,3,"Sants-Montjuïc",16,"la Bordeta","Dones","Demanda no aturats",126
2017,1,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","Demanda no aturats",156
2017,1,3,"Sants-Montjuïc",18,"Sants","Dones","Demanda no aturats",275
2017,1,4,"Les Corts",19,"les Corts","Dones","Demanda no aturats",285
2017,1,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","Demanda no aturats",155
2017,1,4,"Les Corts",21,"Pedralbes","Dones","Demanda no aturats",30
2017,1,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","Demanda no aturats",12
2017,1,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","Demanda no aturats",64
2017,1,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","Demanda no aturats",45
2017,1,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","Demanda no aturats",80
2017,1,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","Demanda no aturats",143
2017,1,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","Demanda no aturats",152
2017,1,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","Demanda no aturats",97
2017,1,6,"Gràcia",29,"el Coll","Dones","Demanda no aturats",42
2017,1,6,"Gràcia",30,"la Salut","Dones","Demanda no aturats",85
2017,1,6,"Gràcia",31,"la Vila de Gràcia","Dones","Demanda no aturats",282
2017,1,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","Demanda no aturats",213
2017,1,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","Demanda no aturats",166
2017,1,7,"Horta-Guinardó",34,"Can Baró","Dones","Demanda no aturats",61
2017,1,7,"Horta-Guinardó",35,"el Guinardó","Dones","Demanda no aturats",228
2017,1,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","Demanda no aturats",63
2017,1,7,"Horta-Guinardó",37,"el Carmel","Dones","Demanda no aturats",216
2017,1,7,"Horta-Guinardó",38,"la Teixonera","Dones","Demanda no aturats",64
2017,1,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","Demanda no aturats",39
2017,1,7,"Horta-Guinardó",40,"Montbau","Dones","Demanda no aturats",28
2017,1,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","Demanda no aturats",30
2017,1,7,"Horta-Guinardó",42,"la Clota","Dones","Demanda no aturats",2
2017,1,7,"Horta-Guinardó",43,"Horta","Dones","Demanda no aturats",169
2017,1,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","Demanda no aturats",155
2017,1,8,"Nou Barris",45,"Porta","Dones","Demanda no aturats",152
2017,1,8,"Nou Barris",46,"el Turó de la Peira","Dones","Demanda no aturats",94
2017,1,8,"Nou Barris",47,"Can Peguera","Dones","Demanda no aturats",13
2017,1,8,"Nou Barris",48,"la Guineueta","Dones","Demanda no aturats",112
2017,1,8,"Nou Barris",49,"Canyelles","Dones","Demanda no aturats",54
2017,1,8,"Nou Barris",50,"les Roquetes","Dones","Demanda no aturats",118
2017,1,8,"Nou Barris",51,"Verdun","Dones","Demanda no aturats",90
2017,1,8,"Nou Barris",52,"la Prosperitat","Dones","Demanda no aturats",170
2017,1,8,"Nou Barris",53,"la Trinitat Nova","Dones","Demanda no aturats",60
2017,1,8,"Nou Barris",54,"Torre Baró","Dones","Demanda no aturats",16
2017,1,8,"Nou Barris",55,"Ciutat Meridiana","Dones","Demanda no aturats",84
2017,1,8,"Nou Barris",56,"Vallbona","Dones","Demanda no aturats",10
2017,1,9,"Sant Andreu",57,"la Trinitat Vella","Dones","Demanda no aturats",78
2017,1,9,"Sant Andreu",58,"Baró de Viver","Dones","Demanda no aturats",15
2017,1,9,"Sant Andreu",59,"el Bon Pastor","Dones","Demanda no aturats",86
2017,1,9,"Sant Andreu",60,"Sant Andreu","Dones","Demanda no aturats",348
2017,1,9,"Sant Andreu",61,"la Sagrera","Dones","Demanda no aturats",191
2017,1,9,"Sant Andreu",62,"el Congrés i els Indians","Dones","Demanda no aturats",93
2017,1,9,"Sant Andreu",63,"Navas","Dones","Demanda no aturats",143
2017,1,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones","Demanda no aturats",255
2017,1,10,"Sant Martí",65,"el Clot","Dones","Demanda no aturats",160
2017,1,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","Demanda no aturats",73
