"Any","Mes","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Demanda_ocupacio","Nombre"
2019,1,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Homes","Atur registrat",251
2019,1,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Homes","Atur registrat",478
2019,1,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Homes","Atur registrat",412
2019,1,6,"Gràcia",28,"Vallcarca i els Penitents","Homes","Atur registrat",265
2019,1,6,"Gràcia",29,"el Coll","Homes","Atur registrat",109
2019,1,6,"Gràcia",30,"la Salut","Homes","Atur registrat",236
2019,1,6,"Gràcia",31,"la Vila de Gràcia","Homes","Atur registrat",863
2019,1,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Homes","Atur registrat",569
2019,1,7,"Horta-Guinardó",33,"el Baix Guinardó","Homes","Atur registrat",432
2019,1,7,"Horta-Guinardó",34,"Can Baró","Homes","Atur registrat",170
2019,1,7,"Horta-Guinardó",35,"el Guinardó","Homes","Atur registrat",708
2019,1,7,"Horta-Guinardó",36,"la Font d'en Fargues","Homes","Atur registrat",216
2019,1,7,"Horta-Guinardó",37,"el Carmel","Homes","Atur registrat",737
2019,1,7,"Horta-Guinardó",38,"la Teixonera","Homes","Atur registrat",239
2019,1,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Homes","Atur registrat",147
2019,1,7,"Horta-Guinardó",40,"Montbau","Homes","Atur registrat",107
2019,1,7,"Horta-Guinardó",41,"la Vall d'Hebron","Homes","Atur registrat",114
2019,1,7,"Horta-Guinardó",42,"la Clota","Homes","Atur registrat",8
2019,1,7,"Horta-Guinardó",43,"Horta","Homes","Atur registrat",599
2019,1,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Homes","Atur registrat",551
2019,1,8,"Nou Barris",45,"Porta","Homes","Atur registrat",548
2019,1,8,"Nou Barris",46,"el Turó de la Peira","Homes","Atur registrat",339
2019,1,8,"Nou Barris",47,"Can Peguera","Homes","Atur registrat",48
2019,1,8,"Nou Barris",48,"la Guineueta","Homes","Atur registrat",401
2019,1,8,"Nou Barris",49,"Canyelles","Homes","Atur registrat",196
2019,1,8,"Nou Barris",50,"les Roquetes","Homes","Atur registrat",425
2019,1,8,"Nou Barris",51,"Verdun","Homes","Atur registrat",326
2019,1,8,"Nou Barris",52,"la Prosperitat","Homes","Atur registrat",615
2019,1,8,"Nou Barris",53,"la Trinitat Nova","Homes","Atur registrat",289
2019,1,8,"Nou Barris",54,"Torre Baró","Homes","Atur registrat",80
2019,1,8,"Nou Barris",55,"Ciutat Meridiana","Homes","Atur registrat",418
2019,1,8,"Nou Barris",56,"Vallbona","Homes","Atur registrat",49
2019,1,9,"Sant Andreu",57,"la Trinitat Vella","Homes","Atur registrat",387
2019,1,9,"Sant Andreu",58,"Baró de Viver","Homes","Atur registrat",47
2019,1,9,"Sant Andreu",59,"el Bon Pastor","Homes","Atur registrat",267
2019,1,9,"Sant Andreu",60,"Sant Andreu","Homes","Atur registrat",1083
2019,1,9,"Sant Andreu",61,"la Sagrera","Homes","Atur registrat",545
2019,1,9,"Sant Andreu",62,"el Congrés i els Indians","Homes","Atur registrat",265
2019,1,9,"Sant Andreu",63,"Navas","Homes","Atur registrat",410
2019,1,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Homes","Atur registrat",832
2019,1,10,"Sant Martí",65,"el Clot","Homes","Atur registrat",544
2019,1,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Homes","Atur registrat",256
2019,1,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Homes","Atur registrat",172
2019,1,10,"Sant Martí",68,"el Poblenou","Homes","Atur registrat",592
2019,1,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Homes","Atur registrat",289
2019,1,10,"Sant Martí",70,"el Besòs i el Maresme","Homes","Atur registrat",663
2019,1,10,"Sant Martí",71,"Provençals del Poblenou","Homes","Atur registrat",426
2019,1,10,"Sant Martí",72,"Sant Martí de Provençals","Homes","Atur registrat",593
2019,1,10,"Sant Martí",73,"la Verneda i la Pau","Homes","Atur registrat",672
2019,1,99,"No consta",99,"No consta","Homes","Atur registrat",9
2019,1,1,"Ciutat Vella",1,"el Raval","Homes","Demanda no aturats",494
2019,1,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Demanda no aturats",142
2019,1,1,"Ciutat Vella",3,"la Barceloneta","Homes","Demanda no aturats",171
2019,1,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Homes","Demanda no aturats",235
2019,1,2,"Eixample",5,"el Fort Pienc","Homes","Demanda no aturats",148
2019,1,2,"Eixample",6,"la Sagrada Família","Homes","Demanda no aturats",249
2019,1,2,"Eixample",7,"la Dreta de l'Eixample","Homes","Demanda no aturats",140
2019,1,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Homes","Demanda no aturats",153
2019,1,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Homes","Demanda no aturats",269
2019,1,2,"Eixample",10,"Sant Antoni","Homes","Demanda no aturats",202
2019,1,3,"Sants-Montjuïc",11,"el Poble Sec","Homes","Demanda no aturats",263
2019,1,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Homes","Demanda no aturats",17
2019,1,3,"Sants-Montjuïc",13,"la Marina de Port","Homes","Demanda no aturats",199
2019,1,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Homes","Demanda no aturats",66
2019,1,3,"Sants-Montjuïc",15,"Hostafrancs","Homes","Demanda no aturats",88
2019,1,3,"Sants-Montjuïc",16,"la Bordeta","Homes","Demanda no aturats",103
2019,1,3,"Sants-Montjuïc",17,"Sants - Badal","Homes","Demanda no aturats",100
2019,1,3,"Sants-Montjuïc",18,"Sants","Homes","Demanda no aturats",202
2019,1,4,"Les Corts",19,"les Corts","Homes","Demanda no aturats",201
2019,1,4,"Les Corts",20,"la Maternitat i Sant Ramon","Homes","Demanda no aturats",99
2019,1,4,"Les Corts",21,"Pedralbes","Homes","Demanda no aturats",19
2019,1,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Homes","Demanda no aturats",11
2019,1,5,"Sarrià-Sant Gervasi",23,"Sarrià","Homes","Demanda no aturats",46
2019,1,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Homes","Demanda no aturats",42
2019,1,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Homes","Demanda no aturats",61
2019,1,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Homes","Demanda no aturats",100
2019,1,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Homes","Demanda no aturats",105
2019,1,6,"Gràcia",28,"Vallcarca i els Penitents","Homes","Demanda no aturats",74
2019,1,6,"Gràcia",29,"el Coll","Homes","Demanda no aturats",31
2019,1,6,"Gràcia",30,"la Salut","Homes","Demanda no aturats",64
2019,1,6,"Gràcia",31,"la Vila de Gràcia","Homes","Demanda no aturats",252
2019,1,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Homes","Demanda no aturats",161
2019,1,7,"Horta-Guinardó",33,"el Baix Guinardó","Homes","Demanda no aturats",127
2019,1,7,"Horta-Guinardó",34,"Can Baró","Homes","Demanda no aturats",46
2019,1,7,"Horta-Guinardó",35,"el Guinardó","Homes","Demanda no aturats",166
2019,1,7,"Horta-Guinardó",36,"la Font d'en Fargues","Homes","Demanda no aturats",51
2019,1,7,"Horta-Guinardó",37,"el Carmel","Homes","Demanda no aturats",175
2019,1,7,"Horta-Guinardó",38,"la Teixonera","Homes","Demanda no aturats",57
2019,1,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Homes","Demanda no aturats",35
2019,1,7,"Horta-Guinardó",40,"Montbau","Homes","Demanda no aturats",26
2019,1,7,"Horta-Guinardó",41,"la Vall d'Hebron","Homes","Demanda no aturats",27
2019,1,7,"Horta-Guinardó",42,"la Clota","Homes","Demanda no aturats",2
2019,1,7,"Horta-Guinardó",43,"Horta","Homes","Demanda no aturats",149
2019,1,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Homes","Demanda no aturats",141
2019,1,8,"Nou Barris",45,"Porta","Homes","Demanda no aturats",136
2019,1,8,"Nou Barris",46,"el Turó de la Peira","Homes","Demanda no aturats",87
2019,1,8,"Nou Barris",47,"Can Peguera","Homes","Demanda no aturats",12
2019,1,8,"Nou Barris",48,"la Guineueta","Homes","Demanda no aturats",96
2019,1,8,"Nou Barris",49,"Canyelles","Homes","Demanda no aturats",47
2019,1,8,"Nou Barris",50,"les Roquetes","Homes","Demanda no aturats",102
2019,1,8,"Nou Barris",51,"Verdun","Homes","Demanda no aturats",78
2019,1,8,"Nou Barris",52,"la Prosperitat","Homes","Demanda no aturats",152
2019,1,8,"Nou Barris",53,"la Trinitat Nova","Homes","Demanda no aturats",58
2019,1,8,"Nou Barris",54,"Torre Baró","Homes","Demanda no aturats",16
2019,1,8,"Nou Barris",55,"Ciutat Meridiana","Homes","Demanda no aturats",82
2019,1,8,"Nou Barris",56,"Vallbona","Homes","Demanda no aturats",10
2019,1,9,"Sant Andreu",57,"la Trinitat Vella","Homes","Demanda no aturats",76
2019,1,9,"Sant Andreu",58,"Baró de Viver","Homes","Demanda no aturats",14
2019,1,9,"Sant Andreu",59,"el Bon Pastor","Homes","Demanda no aturats",81
2019,1,9,"Sant Andreu",60,"Sant Andreu","Homes","Demanda no aturats",329
2019,1,9,"Sant Andreu",61,"la Sagrera","Homes","Demanda no aturats",166
2019,1,9,"Sant Andreu",62,"el Congrés i els Indians","Homes","Demanda no aturats",81
2019,1,9,"Sant Andreu",63,"Navas","Homes","Demanda no aturats",121
2019,1,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Homes","Demanda no aturats",196
2019,1,10,"Sant Martí",65,"el Clot","Homes","Demanda no aturats",143
2019,1,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Homes","Demanda no aturats",71
2019,1,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Homes","Demanda no aturats",46
2019,1,10,"Sant Martí",68,"el Poblenou","Homes","Demanda no aturats",157
2019,1,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Homes","Demanda no aturats",74
2019,1,10,"Sant Martí",70,"el Besòs i el Maresme","Homes","Demanda no aturats",168
2019,1,10,"Sant Martí",71,"Provençals del Poblenou","Homes","Demanda no aturats",113
2019,1,10,"Sant Martí",72,"Sant Martí de Provençals","Homes","Demanda no aturats",156
2019,1,10,"Sant Martí",73,"la Verneda i la Pau","Homes","Demanda no aturats",176
2019,1,99,"No consta",99,"No consta","Homes","Demanda no aturats",1
2019,1,1,"Ciutat Vella",1,"el Raval","Dones","Atur registrat",1415
2019,1,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Atur registrat",413
2019,1,1,"Ciutat Vella",3,"la Barceloneta","Dones","Atur registrat",494
2019,1,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","Atur registrat",683
2019,1,2,"Eixample",5,"el Fort Pienc","Dones","Atur registrat",666
2019,1,2,"Eixample",6,"la Sagrada Família","Dones","Atur registrat",1078
2019,1,2,"Eixample",7,"la Dreta de l'Eixample","Dones","Atur registrat",700
2019,1,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","Atur registrat",788
2019,1,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","Atur registrat",1145
2019,1,2,"Eixample",10,"Sant Antoni","Dones","Atur registrat",815
2019,1,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","Atur registrat",1069
2019,1,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","Atur registrat",49
2019,1,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","Atur registrat",924
2019,1,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","Atur registrat",272
2019,1,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","Atur registrat",377
2019,1,3,"Sants-Montjuïc",16,"la Bordeta","Dones","Atur registrat",443
2019,1,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","Atur registrat",503
2019,1,3,"Sants-Montjuïc",18,"Sants","Dones","Atur registrat",926
2019,1,4,"Les Corts",19,"les Corts","Dones","Atur registrat",942
2019,1,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","Atur registrat",498
2019,1,4,"Les Corts",21,"Pedralbes","Dones","Atur registrat",129
2019,1,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","Atur registrat",47
2019,1,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","Atur registrat",267
2019,1,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","Atur registrat",184
2019,1,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","Atur registrat",326
2019,1,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","Atur registrat",591
2019,1,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","Atur registrat",510
2019,1,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","Atur registrat",324
2019,1,6,"Gràcia",29,"el Coll","Dones","Atur registrat",136
2019,1,6,"Gràcia",30,"la Salut","Dones","Atur registrat",275
2019,1,6,"Gràcia",31,"la Vila de Gràcia","Dones","Atur registrat",1071
2019,1,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","Atur registrat",689
2019,1,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","Atur registrat",537
2019,1,7,"Horta-Guinardó",34,"Can Baró","Dones","Atur registrat",197
2019,1,7,"Horta-Guinardó",35,"el Guinardó","Dones","Atur registrat",829
2019,1,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","Atur registrat",256
2019,1,7,"Horta-Guinardó",37,"el Carmel","Dones","Atur registrat",872
2019,1,7,"Horta-Guinardó",38,"la Teixonera","Dones","Atur registrat",268
2019,1,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","Atur registrat",162
2019,1,7,"Horta-Guinardó",40,"Montbau","Dones","Atur registrat",117
2019,1,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","Atur registrat",125
2019,1,7,"Horta-Guinardó",42,"la Clota","Dones","Atur registrat",9
2019,1,7,"Horta-Guinardó",43,"Horta","Dones","Atur registrat",752
2019,1,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","Atur registrat",696
2019,1,8,"Nou Barris",45,"Porta","Dones","Atur registrat",654
2019,1,8,"Nou Barris",46,"el Turó de la Peira","Dones","Atur registrat",443
2019,1,8,"Nou Barris",47,"Can Peguera","Dones","Atur registrat",62
2019,1,8,"Nou Barris",48,"la Guineueta","Dones","Atur registrat",495
2019,1,8,"Nou Barris",49,"Canyelles","Dones","Atur registrat",242
2019,1,8,"Nou Barris",50,"les Roquetes","Dones","Atur registrat",524
2019,1,8,"Nou Barris",51,"Verdun","Dones","Atur registrat",402
2019,1,8,"Nou Barris",52,"la Prosperitat","Dones","Atur registrat",734
2019,1,8,"Nou Barris",53,"la Trinitat Nova","Dones","Atur registrat",341
2019,1,8,"Nou Barris",54,"Torre Baró","Dones","Atur registrat",94
2019,1,8,"Nou Barris",55,"Ciutat Meridiana","Dones","Atur registrat",491
2019,1,8,"Nou Barris",56,"Vallbona","Dones","Atur registrat",57
2019,1,9,"Sant Andreu",57,"la Trinitat Vella","Dones","Atur registrat",455
2019,1,9,"Sant Andreu",58,"Baró de Viver","Dones","Atur registrat",68
2019,1,9,"Sant Andreu",59,"el Bon Pastor","Dones","Atur registrat",385
2019,1,9,"Sant Andreu",60,"Sant Andreu","Dones","Atur registrat",1558
2019,1,9,"Sant Andreu",61,"la Sagrera","Dones","Atur registrat",678
2019,1,9,"Sant Andreu",62,"el Congrés i els Indians","Dones","Atur registrat",330
2019,1,9,"Sant Andreu",63,"Navas","Dones","Atur registrat",507
2019,1,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones","Atur registrat",923
2019,1,10,"Sant Martí",65,"el Clot","Dones","Atur registrat",659
2019,1,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","Atur registrat",329
2019,1,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones","Atur registrat",215
2019,1,10,"Sant Martí",68,"el Poblenou","Dones","Atur registrat",740
2019,1,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones","Atur registrat",335
2019,1,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","Atur registrat",766
2019,1,10,"Sant Martí",71,"Provençals del Poblenou","Dones","Atur registrat",522
2019,1,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","Atur registrat",718
2019,1,10,"Sant Martí",73,"la Verneda i la Pau","Dones","Atur registrat",811
2019,1,99,"No consta",99,"No consta","Dones","Atur registrat",6
2019,1,1,"Ciutat Vella",1,"el Raval","Dones","Demanda no aturats",337
2019,1,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Demanda no aturats",111
2019,1,1,"Ciutat Vella",3,"la Barceloneta","Dones","Demanda no aturats",130
2019,1,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","Demanda no aturats",181
2019,1,2,"Eixample",5,"el Fort Pienc","Dones","Demanda no aturats",171
2019,1,2,"Eixample",6,"la Sagrada Família","Dones","Demanda no aturats",296
2019,1,2,"Eixample",7,"la Dreta de l'Eixample","Dones","Demanda no aturats",188
2019,1,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","Demanda no aturats",194
2019,1,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","Demanda no aturats",340
2019,1,2,"Eixample",10,"Sant Antoni","Dones","Demanda no aturats",227
2019,1,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","Demanda no aturats",267
2019,1,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","Demanda no aturats",11
2019,1,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","Demanda no aturats",214
2019,1,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","Demanda no aturats",68
2019,1,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","Demanda no aturats",113
2019,1,3,"Sants-Montjuïc",16,"la Bordeta","Dones","Demanda no aturats",133
2019,1,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","Demanda no aturats",143
2019,1,3,"Sants-Montjuïc",18,"Sants","Dones","Demanda no aturats",274
2019,1,4,"Les Corts",19,"les Corts","Dones","Demanda no aturats",284
2019,1,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","Demanda no aturats",142
2019,1,4,"Les Corts",21,"Pedralbes","Dones","Demanda no aturats",24
2019,1,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","Demanda no aturats",10
2019,1,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","Demanda no aturats",51
2019,1,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","Demanda no aturats",38
2019,1,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","Demanda no aturats",63
2019,1,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","Demanda no aturats",167
2019,1,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","Demanda no aturats",141
2019,1,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","Demanda no aturats",90
2019,1,6,"Gràcia",29,"el Coll","Dones","Demanda no aturats",39
2019,1,6,"Gràcia",30,"la Salut","Dones","Demanda no aturats",80
2019,1,6,"Gràcia",31,"la Vila de Gràcia","Dones","Demanda no aturats",286
2019,1,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","Demanda no aturats",201
2019,1,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","Demanda no aturats",155
2019,1,7,"Horta-Guinardó",34,"Can Baró","Dones","Demanda no aturats",57
2019,1,7,"Horta-Guinardó",35,"el Guinardó","Dones","Demanda no aturats",229
2019,1,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","Demanda no aturats",63
2019,1,7,"Horta-Guinardó",37,"el Carmel","Dones","Demanda no aturats",215
2019,1,7,"Horta-Guinardó",38,"la Teixonera","Dones","Demanda no aturats",58
2019,1,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","Demanda no aturats",34
2019,1,7,"Horta-Guinardó",40,"Montbau","Dones","Demanda no aturats",25
2019,1,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","Demanda no aturats",26
2019,1,7,"Horta-Guinardó",42,"la Clota","Dones","Demanda no aturats",2
2019,1,7,"Horta-Guinardó",43,"Horta","Dones","Demanda no aturats",178
2019,1,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","Demanda no aturats",173
2019,1,8,"Nou Barris",45,"Porta","Dones","Demanda no aturats",183
2019,1,8,"Nou Barris",46,"el Turó de la Peira","Dones","Demanda no aturats",102
2019,1,8,"Nou Barris",47,"Can Peguera","Dones","Demanda no aturats",15
2019,1,8,"Nou Barris",48,"la Guineueta","Dones","Demanda no aturats",131
2019,1,8,"Nou Barris",49,"Canyelles","Dones","Demanda no aturats",64
2019,1,8,"Nou Barris",50,"les Roquetes","Dones","Demanda no aturats",139
2019,1,8,"Nou Barris",51,"Verdun","Dones","Demanda no aturats",107
2019,1,8,"Nou Barris",52,"la Prosperitat","Dones","Demanda no aturats",206
2019,1,8,"Nou Barris",53,"la Trinitat Nova","Dones","Demanda no aturats",78
2019,1,8,"Nou Barris",54,"Torre Baró","Dones","Demanda no aturats",21
2019,1,8,"Nou Barris",55,"Ciutat Meridiana","Dones","Demanda no aturats",110
2019,1,8,"Nou Barris",56,"Vallbona","Dones","Demanda no aturats",13
2019,1,9,"Sant Andreu",57,"la Trinitat Vella","Dones","Demanda no aturats",102
2019,1,9,"Sant Andreu",58,"Baró de Viver","Dones","Demanda no aturats",16
2019,1,9,"Sant Andreu",59,"el Bon Pastor","Dones","Demanda no aturats",90
2019,1,9,"Sant Andreu",60,"Sant Andreu","Dones","Demanda no aturats",363
2019,1,9,"Sant Andreu",61,"la Sagrera","Dones","Demanda no aturats",189
2019,1,9,"Sant Andreu",62,"el Congrés i els Indians","Dones","Demanda no aturats",92
2019,1,9,"Sant Andreu",63,"Navas","Dones","Demanda no aturats",142
2019,1,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones","Demanda no aturats",254
2019,1,10,"Sant Martí",65,"el Clot","Dones","Demanda no aturats",169
2019,1,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","Demanda no aturats",79
2019,1,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones","Demanda no aturats",50
2019,1,10,"Sant Martí",68,"el Poblenou","Dones","Demanda no aturats",174
2019,1,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones","Demanda no aturats",75
2019,1,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","Demanda no aturats",172
2019,1,10,"Sant Martí",71,"Provençals del Poblenou","Dones","Demanda no aturats",132
2019,1,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","Demanda no aturats",194
2019,1,10,"Sant Martí",73,"la Verneda i la Pau","Dones","Demanda no aturats",220
2019,1,99,"No consta",99,"No consta","Dones","Demanda no aturats",1
2019,2,1,"Ciutat Vella",1,"el Raval","Homes","Atur registrat",1925
2019,2,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Atur registrat",476
2019,2,1,"Ciutat Vella",3,"la Barceloneta","Homes","Atur registrat",487
2019,2,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Homes","Atur registrat",674
2019,2,2,"Eixample",5,"el Fort Pienc","Homes","Atur registrat",540
2019,2,2,"Eixample",6,"la Sagrada Família","Homes","Atur registrat",853
2019,2,2,"Eixample",7,"la Dreta de l'Eixample","Homes","Atur registrat",569
2019,2,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Homes","Atur registrat",671
2019,2,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Homes","Atur registrat",989
2019,2,2,"Eixample",10,"Sant Antoni","Homes","Atur registrat",735
2019,2,3,"Sants-Montjuïc",11,"el Poble Sec","Homes","Atur registrat",1093
2019,2,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Homes","Atur registrat",50
2019,2,3,"Sants-Montjuïc",13,"la Marina de Port","Homes","Atur registrat",727
2019,2,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Homes","Atur registrat",273
2019,2,3,"Sants-Montjuïc",15,"Hostafrancs","Homes","Atur registrat",303
2019,2,3,"Sants-Montjuïc",16,"la Bordeta","Homes","Atur registrat",355
2019,2,3,"Sants-Montjuïc",17,"Sants - Badal","Homes","Atur registrat",384
2019,2,3,"Sants-Montjuïc",18,"Sants","Homes","Atur registrat",729
2019,2,4,"Les Corts",19,"les Corts","Homes","Atur registrat",752
2019,2,4,"Les Corts",20,"la Maternitat i Sant Ramon","Homes","Atur registrat",379
2019,2,4,"Les Corts",21,"Pedralbes","Homes","Atur registrat",79
2019,2,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Homes","Atur registrat",45
2019,2,5,"Sarrià-Sant Gervasi",23,"Sarrià","Homes","Atur registrat",193
2019,2,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Homes","Atur registrat",173
