CODI_ESTACIO,DATA_LECTURA,TM,TX,TN,HRM
X2,03/09/2011,23.9,28.1,20.7,73
X2,04/09/2011,23.8,27.7,19.8,67
X2,05/09/2011,23.2,25.1,21.4,70
X2,06/09/2011,23.4,26.3,19.8,67
X2,07/09/2011,23.9,28.3,19.9,78
X2,08/09/2011,24.8,27.7,21.8,74
X2,09/09/2011,24.9,28.6,21.7,77
X2,10/09/2011,24.6,28.3,21.2,78
X2,11/09/2011,24.4,28.2,20.4,77
X2,12/09/2011,24.7,28,22.3,73
X2,13/09/2011,24.3,27.8,21.1,77
X2,14/09/2011,24.5,29.1,21.7,70
X2,15/09/2011,23.9,28.2,20.6,72
X2,16/09/2011,24.3,28.3,21.1,77
X2,17/09/2011,23.9,27.4,20.1,74
X2,18/09/2011,20.4,23.5,16.8,81
X2,19/09/2011,18.8,23.7,14.6,53
X2,20/09/2011,20.3,24.4,17,61
X2,21/09/2011,21.2,25.1,16.5,74
X2,22/09/2011,22,26.1,18,76
X2,23/09/2011,22,26.1,17.9,77
X2,24/09/2011,20.2,22.6,17.6,83
X2,25/09/2011,20.2,24.9,16.8,76
X2,26/09/2011,20.6,25.2,16.9,77
X2,27/09/2011,21.5,28.2,16.9,72
X2,28/09/2011,21.6,26.4,18.4,67
X2,29/09/2011,21.8,27.7,17.9,62
X2,30/09/2011,21.1,24.5,16.8,69
X2,01/10/2011,20.9,24.5,17.4,71
X2,02/10/2011,20.9,25.4,16.3,68
X2,03/10/2011,20.8,28.1,15.8,70
X2,04/10/2011,21.5,27.6,16.2,59
X2,05/10/2011,21.3,27.6,15.7,66
X2,06/10/2011,21.6,25.7,18.4,76
X2,07/10/2011,19.6,21.9,16.7,72
X2,08/10/2011,17.9,21.8,13.9,54
X2,09/10/2011,18.3,21.9,14.6,57
X2,10/10/2011,21.6,28.9,15,56
X2,11/10/2011,21.5,28.6,16,57
X2,12/10/2011,20.9,27.5,15.7,63
X2,13/10/2011,20.6,25.9,16.3,74
X2,14/10/2011,20.1,24.2,16.7,58
X2,15/10/2011,18.8,21.4,16.8,59
X2,16/10/2011,19.1,22.2,16.1,61
X2,17/10/2011,18.9,22.2,15.5,72
X2,18/10/2011,19.4,24.2,14.7,64
X2,19/10/2011,19,23,14.6,70
X2,20/10/2011,15.7,18.8,13.2,60
X2,21/10/2011,14.9,16.8,12.2,58
X2,22/10/2011,16.8,20,14,70
X2,23/10/2011,16.6,19.2,14.4,79
X2,24/10/2011,16.6,20.8,15.2,88
X2,25/10/2011,16.8,20.2,13.7,56
X2,26/10/2011,15.7,20.8,10.3,52
X2,27/10/2011,17.3,21,14.7,81
X2,28/10/2011,17.1,19.3,15.1,86
X2,29/10/2011,18,21.1,15.7,81
X2,30/10/2011,17.1,22.1,14.4,78
X2,31/10/2011,16.7,20.2,12.9,83
X2,01/11/2011,18.2,21.3,15.2,85
X2,02/11/2011,19,21.5,16.6,84
X2,03/11/2011,19.6,21.2,18,83
X2,04/11/2011,16.5,18.7,15.1,88
X2,05/11/2011,15.6,18.5,12.6,81
X2,06/11/2011,13.7,17,12,85
X2,07/11/2011,15.6,19.4,12.8,71
X2,08/11/2011,15.3,19.3,12.9,75
X2,09/11/2011,14.7,19.1,11.2,81
X2,10/11/2011,15.4,19.3,12,78
X2,11/11/2011,15.6,19.6,11.9,86
X2,12/11/2011,16.6,19.9,14.6,87
X2,13/11/2011,15.8,18,14.4,86
X2,14/11/2011,14.7,17.2,13.6,86
X2,15/11/2011,15.4,17.1,14.1,87
X2,16/11/2011,14.9,16.1,13.5,82
X2,17/11/2011,14.9,17.4,12.5,78
X2,18/11/2011,13.3,16,11.8,89
X2,19/11/2011,13.9,16.5,11,83
X2,20/11/2011,16.1,18.5,13.5,84
X2,21/11/2011,15.2,18,13.1,81
X2,22/11/2011,15.9,17.1,13.8,71
X2,23/11/2011,14.4,18.8,10.6,72
X2,24/11/2011,13,17.5,9.8,79
X2,25/11/2011,12.6,16.5,9.7,79
X2,26/11/2011,11.4,16,7.9,75
X2,27/11/2011,12,16.1,8.1,75
X2,28/11/2011,12.8,15.7,10.2,76
X2,29/11/2011,14.3,18,11,72
X2,30/11/2011,12.4,16.7,8.8,74
X2,01/12/2011,13.2,17.2,8.5,77
X2,02/12/2011,14.3,17.5,11.6,70
X2,03/12/2011,13,15.2,10.3,60
X2,04/12/2011,12.9,15.7,10.9,57
X2,05/12/2011,13.1,16.8,9.3,62
X2,06/12/2011,12.6,16.4,9.6,64
X2,07/12/2011,12.2,16.1,9.1,61
X2,08/12/2011,11.8,16.2,8.5,75
X2,09/12/2011,10.8,15.7,6.5,78
X2,10/12/2011,10.7,14.6,8,73
X2,11/12/2011,9.7,14,6.4,74
X2,12/12/2011,10.5,15.5,6.9,67
X2,13/12/2011,12,16.2,6.6,60
X2,14/12/2011,14.5,19.1,11.4,59
X2,15/12/2011,12.7,15.4,9.5,51
X2,16/12/2011,14.2,17.5,11.2,46
X2,17/12/2011,10.3,13,8.1,49
X2,18/12/2011,8.9,12.7,6,41
X2,19/12/2011,7.8,11.1,3.6,46
X2,20/12/2011,9.7,13.5,6,61
X2,21/12/2011,10.3,15.3,6.3,77
X2,22/12/2011,13.2,17.3,9.3,62
X2,23/12/2011,10.7,15.2,7,70
X2,24/12/2011,11.2,15.1,7.8,63
X2,25/12/2011,8.6,12.9,5,60
X2,26/12/2011,7.8,12.4,4.9,64
X2,27/12/2011,9.4,15.6,3.5,61
X2,28/12/2011,8.4,13.7,3.8,67
X2,29/12/2011,9.4,13.8,5.1,56
X2,30/12/2011,10.5,14.7,5.5,47
X2,31/12/2011,12.4,16.9,9.1,57
X2,01/01/2012,11.7,15.9,7.9,73
X2,02/01/2012,12.7,16.8,7.4,57
X2,03/01/2012,10.5,14,6.8,56
X2,04/01/2012,11.2,16.7,8.3,63
X2,05/01/2012,12.1,15.9,9.5,49
X2,06/01/2012,13,15.9,8.8,62
X2,07/01/2012,9.7,14.1,6.5,56
X2,08/01/2012,9.9,14.1,6.6,62
X2,09/01/2012,8.9,14.2,4.8,72
X2,10/01/2012,8.7,13.7,4.7,73
X2,11/01/2012,8.5,13.4,4.9,79
X2,12/01/2012,9,13.8,4.6,75
X2,13/01/2012,7.2,13.9,3.1,65
X2,14/01/2012,7.1,11.6,3.2,67
X2,15/01/2012,8.3,11.1,6.5,72
X2,16/01/2012,9.5,11.6,6.8,70
X2,17/01/2012,10.8,14.2,7.2,71
X2,18/01/2012,8.4,12.8,5.2,71
X2,19/01/2012,9.1,14.7,3.6,65
X2,20/01/2012,10.6,15.6,7.2,67
X2,21/01/2012,10.3,16.8,6.8,68
X2,22/01/2012,11.4,16.9,7.2,69
X2,23/01/2012,10.9,16.3,7.9,71
X2,24/01/2012,10.3,14.9,7,71
X2,25/01/2012,9.5,15.6,5.4,70
X2,26/01/2012,9.1,14.9,4,75
X2,27/01/2012,10.6,13.2,8.2,67
X2,28/01/2012,8.6,10.4,7.1,80
X2,29/01/2012,7.2,10.2,4.1,64
X2,30/01/2012,7.2,12.2,3.7,48
X2,31/01/2012,7.8,11.7,3.9,50
X2,01/02/2012,6,7.6,3.7,80
X2,02/02/2012,3,5,1.4,77
X2,03/02/2012,2.6,5.3,0.4,46
X2,04/02/2012,2.6,7.3,-0.6,23
X2,05/02/2012,2.6,7.3,-2.3,48
X2,06/02/2012,6.2,13.6,0.1,44
X2,07/02/2012,7.3,13.1,2.5,18
X2,08/02/2012,4.8,8.4,0.6,25
X2,09/02/2012,6.4,12.2,1.3,32
X2,10/02/2012,7.4,11.6,3.1,45
X2,11/02/2012,5.1,10.1,-0.5,33
X2,12/02/2012,3.4,6.5,0.3,47
X2,13/02/2012,5.1,10.5,-0.1,38
X2,14/02/2012,7.1,11,3.5,50
X2,15/02/2012,8,15,2,55
X2,16/02/2012,10,16.1,3.4,56
X2,17/02/2012,10.3,13.9,6.9,67
X2,18/02/2012,9.2,14.9,3.5,67
X2,19/02/2012,9,12.1,6.4,70
X2,20/02/2012,9.6,13,6.2,50
X2,21/02/2012,7.6,11.7,4.2,50
X2,22/02/2012,8.7,14.7,3.8,48
X2,23/02/2012,11.7,19.4,4.7,32
X2,24/02/2012,10.8,17.2,6.4,61
X2,25/02/2012,10.2,15.3,5,72
X2,26/02/2012,11.9,17.8,6.6,71
X2,27/02/2012,12.2,16.1,8.2,72
X2,28/02/2012,10.5,14.6,6.6,79
X2,29/02/2012,11.1,16.8,6.6,77
X2,01/03/2012,11.6,17.9,6.3,75
X2,02/03/2012,11.7,18.2,5.9,73
X2,03/03/2012,12.2,15.7,9.1,76
X2,04/03/2012,12.7,18.2,7.3,67
X2,05/03/2012,12.2,16,8.9,53
X2,06/03/2012,10.6,14.8,6.2,39
X2,07/03/2012,10.9,16.1,5.8,47
X2,08/03/2012,11.4,16.3,6.9,51
X2,09/03/2012,11.7,16.5,7.4,41
X2,10/03/2012,11.2,17.6,5.1,51
X2,11/03/2012,11.9,19.5,5.7,64
X2,12/03/2012,13.1,19.3,7,57
X2,13/03/2012,12.2,17.8,7.4,70
X2,14/03/2012,12.3,19.8,7.7,74
X2,15/03/2012,10.3,13.2,8.2,87
X2,16/03/2012,11.5,16.1,6.1,77
X2,17/03/2012,12.6,16.9,7.7,68
X2,18/03/2012,14.8,20.5,9.8,53
X2,19/03/2012,12,15.2,10,53
X2,20/03/2012,11.6,15.7,7.9,53
X2,21/03/2012,12.6,13.3,11.4,82
X2,22/03/2012,11.8,16.1,9.7,80
X2,23/03/2012,12.2,15.6,8.6,73
X2,24/03/2012,12.8,17,8.2,70
X2,25/03/2012,14.9,21,8.5,61
X2,26/03/2012,13.8,17,10.5,66
X2,27/03/2012,14.7,19.7,10.2,53
X2,28/03/2012,15.3,21.7,9.9,54
X2,29/03/2012,14.8,20.3,9.1,57
X2,30/03/2012,17.1,24.2,10.9,52
X2,31/03/2012,15.4,20.5,11.1,69
X2,01/04/2012,15.7,20.8,11.1,64
X2,02/04/2012,14.2,18,11.1,76
X2,03/04/2012,14,16.3,12.8,84
X2,04/04/2012,12.9,14.4,11.1,87
X2,05/04/2012,13.2,14.4,11.6,78
X2,06/04/2012,13.5,17.8,10.5,74
X2,07/04/2012,13.4,18,8.5,47
X2,08/04/2012,14.3,18.7,11,58
X2,09/04/2012,14,17.1,11.4,65
X2,10/04/2012,13.8,17.7,10.5,72
X2,11/04/2012,14.8,20.9,9.8,46
X2,12/04/2012,14.1,15.7,13.1,62
X2,13/04/2012,13.5,18,10.4,62
X2,14/04/2012,12.5,17.2,9.2,55
X2,15/04/2012,12.4,17.3,9.3,55
X2,16/04/2012,13.2,17.9,10.7,42
X2,17/04/2012,12.6,16.9,8.7,39
X2,18/04/2012,12.8,15.3,10.7,67
X2,19/04/2012,14.6,20.3,11.6,52
X2,20/04/2012,15.5,20.9,10.4,47
X2,21/04/2012,15.6,20.4,12,64
X2,22/04/2012,13.7,15.9,12.8,71
X2,23/04/2012,14.9,18.4,12.2,71
X2,24/04/2012,14.4,19.5,11.2,48
X2,25/04/2012,14.1,17.9,9.3,77
X2,26/04/2012,16.4,20.4,13,76
X2,27/04/2012,16.3,18.1,14.7,75
X2,28/04/2012,16.4,18.3,13.6,78
X2,29/04/2012,15.3,19.4,11.8,63
X2,30/04/2012,14.8,18.3,11.3,65
X2,01/05/2012,14.5,18.5,10.1,69
X2,02/05/2012,15.6,21.5,10.5,68
X2,03/05/2012,15.7,20.2,11,68
X2,04/05/2012,16.3,20.7,13.3,73
X2,05/05/2012,17.5,23.1,12,61
X2,06/05/2012,16.1,19.7,13.8,67
X2,07/05/2012,16.7,20.7,12.1,66
X2,08/05/2012,18.9,24.7,15.2,66
X2,09/05/2012,16.6,19.3,15,82
X2,10/05/2012,18.9,23.9,14.2,62
X2,11/05/2012,21.3,27.3,14.6,45
X2,12/05/2012,20.8,27.2,17.9,59
X2,13/05/2012,18.9,21.9,17.2,74
X2,14/05/2012,19.3,21.8,17.6,57
X2,15/05/2012,18.6,21.8,16.2,65
X2,16/05/2012,16.7,19.4,15.3,61
X2,17/05/2012,16.7,20.7,14.2,70
X2,18/05/2012,16.9,19.3,15.6,78
X2,19/05/2012,17.3,20.3,15.6,74
X2,20/05/2012,15.7,20.5,11.7,80
X2,21/05/2012,15.2,19.9,11.7,56
X2,22/05/2012,17.6,24.9,14.1,56
X2,23/05/2012,19,24,14.2,62
X2,24/05/2012,20.1,26,14.3,58
X2,25/05/2012,21.6,27.5,15.6,53
X2,26/05/2012,20.2,23.7,17.8,69
X2,27/05/2012,19.6,24.1,16.4,76
X2,28/05/2012,21.3,25.7,17.1,62
X2,29/05/2012,21.9,25.8,17.6,56
X2,30/05/2012,22.8,28.9,17.5,56
X2,31/05/2012,22.5,27.1,18.1,59
X2,01/06/2012,22.6,26.6,17.8,55
X2,02/06/2012,23.1,28.2,18.7,54
X2,03/06/2012,20.5,24.1,17.6,76
X2,04/06/2012,20.3,23.3,17.6,76
X2,05/06/2012,21.5,25.3,18.1,75
X2,06/06/2012,22.1,25.6,20.4,78
X2,07/06/2012,21.5,25.3,18.8,80
X2,08/06/2012,21.2,23.9,19,73
X2,09/06/2012,21.7,25.5,19,58
X2,10/06/2012,22,27.1,19.1,71
X2,11/06/2012,20.4,24,17.9,70
X2,12/06/2012,20.4,27.5,15.9,48
X2,13/06/2012,19.7,22.7,17.1,67
X2,14/06/2012,20.9,24.7,17.3,73
X2,15/06/2012,21.7,26.8,17.2,63
X2,16/06/2012,22.8,27.1,17.3,53
X2,17/06/2012,21.1,25,18.2,74
X2,18/06/2012,21.9,24.5,19.3,73
X2,19/06/2012,22.4,25.8,19.9,64
X2,20/06/2012,23.3,29.6,20,68
X2,21/06/2012,25.5,32.2,20,63
X2,22/06/2012,22.2,25.2,20.1,67
X2,23/06/2012,22.1,25.6,19.2,59
X2,24/06/2012,23.3,27.9,19.2,61
X2,25/06/2012,23.9,26.9,20.4,64
X2,26/06/2012,24.3,28.1,20.4,61
X2,27/06/2012,25.4,29.2,20.7,57
X2,28/06/2012,26.1,29.3,23.5,74
X2,29/06/2012,25.1,28.2,22.6,81
X2,30/06/2012,23.9,26.2,22.7,84
X2,01/07/2012,20.9,25.5,16.6,83
X2,02/07/2012,21.2,25.8,16.6,64
X2,03/07/2012,23,27.3,18.4,72
X2,04/07/2012,23.9,27.7,21.1,74
X2,05/07/2012,23.4,26.1,21,81
X2,06/07/2012,22.4,25.6,19.4,68
X2,07/07/2012,23,26.8,19.4,71
X2,08/07/2012,23,25.5,21.2,74
X2,09/07/2012,24,27.5,20.2,67
X2,10/07/2012,24.6,27.9,21.4,81
X2,11/07/2012,23.8,26.5,21.8,76
X2,12/07/2012,23.6,26.1,21.2,70
X2,13/07/2012,25.6,28.5,23.2,78
X2,14/07/2012,23.5,25.6,21.3,73
X2,15/07/2012,22.6,25.3,20.8,69
X2,16/07/2012,23.3,26.1,21.4,66
X2,17/07/2012,25.3,29.6,20.5,68
X2,18/07/2012,26.6,32.5,20.6,55
X2,19/07/2012,25.1,28.9,20.8,70
X2,20/07/2012,24.4,28.4,21.2,78
X2,21/07/2012,23.9,26.9,21.5,72
X2,22/07/2012,24,26,22.4,64
X2,23/07/2012,23,26,20.2,61
X2,24/07/2012,23.8,28.3,18.3,58
X2,25/07/2012,25.2,29.3,20.8,62
X2,26/07/2012,24.9,27.7,21.5,70
X2,27/07/2012,25.1,27.5,22.5,75
X2,28/07/2012,25.8,30.5,22.4,70
X2,29/07/2012,24.8,28.3,22.1,73
X2,30/07/2012,25.3,28.6,22.6,78
X2,31/07/2012,25.6,28.4,23.1,79
X2,01/08/2012,26.6,30.6,23.5,78
X2,02/08/2012,25.4,28.6,22.8,72
X2,03/08/2012,24.9,29.3,21.2,64
X2,04/08/2012,25.5,30.2,22.1,63
X2,05/08/2012,25.2,28.8,22.5,74
X2,06/08/2012,24.1,27.6,19.8,69
X2,07/08/2012,23.7,27.6,21,63
X2,08/08/2012,24.9,28.4,21.7,65
X2,09/08/2012,25.3,29.7,21.3,72
X2,10/08/2012,25.5,29.4,21.7,63
X2,11/08/2012,25.8,29.5,22.2,67
X2,12/08/2012,24.7,28.1,22.6,74
X2,13/08/2012,25.5,29.7,21.3,70
X2,14/08/2012,26.1,29.6,22.7,74
X2,15/08/2012,26.9,30.1,23.7,74
X2,16/08/2012,26.4,29.6,24,68
X2,17/08/2012,25.1,28.4,22.6,82
X2,18/08/2012,25.6,28.7,22.4,79
X2,19/08/2012,26.9,29.9,22.9,70
X2,20/08/2012,28.5,34.1,24.4,64
X2,21/08/2012,28.6,34,23.7,59
X2,22/08/2012,27.8,32,23.7,62
X2,23/08/2012,26.8,30.1,23.1,71
X2,24/08/2012,26.8,30,23,76
X2,25/08/2012,27.2,30.5,25.1,73
X2,26/08/2012,25,28,22.6,62
X2,27/08/2012,26.3,29.9,22.6,74
X2,28/08/2012,26.8,29.9,24.8,79
X2,29/08/2012,26,28.8,23.4,80
X2,30/08/2012,23.1,26.9,18.3,81
X2,31/08/2012,22.1,26.8,18,60
X2,01/09/2012,21.1,24.7,18,38
X2,02/09/2012,20,25.1,14.8,54
X2,03/09/2012,22.6,28.4,15.8,49
X2,04/09/2012,23.4,26.6,20.5,56
X2,05/09/2012,24.6,28.9,20.8,60
X2,06/09/2012,25,29.7,20.3,64
X2,07/09/2012,23.6,27.8,20.7,72
X2,08/09/2012,23.8,26.2,20.2,76
X2,09/09/2012,25.1,28.4,22.2,70
X2,10/09/2012,24.5,27.7,21.6,74
X2,11/09/2012,24.3,27.3,21.2,75
X2,12/09/2012,23.8,28.5,20.1,75
X2,13/09/2012,22.1,27.7,18.7,52
X2,14/09/2012,21.8,26.3,16.3,54
X2,15/09/2012,21.7,25.5,16.9,72
X2,16/09/2012,22.9,25.5,20.4,79
X2,17/09/2012,23.2,27.3,20.6,80
X2,18/09/2012,22.9,24.7,21.1,84
X2,19/09/2012,21.6,23.3,19.8,81
X2,20/09/2012,21.2,22.6,19.2,76
X2,21/09/2012,22.2,26.2,18.4,80
X2,22/09/2012,22.8,25.6,19.9,77
X2,23/09/2012,24,26,22.3,79
X2,24/09/2012,25,29.8,20.1,50
X2,25/09/2012,23.1,27.3,19.5,50
X2,26/09/2012,20,25.6,15.7,59
X2,27/09/2012,18.4,20.8,15.3,65
X2,28/09/2012,20.6,23.7,17.5,51
X2,29/09/2012,18.4,22.8,15.9,85
X2,30/09/2012,18.6,22.8,15.4,75
X2,01/10/2012,19.7,23.5,15.9,60
X2,02/10/2012,18.8,22.8,15.4,69
X2,03/10/2012,19.7,24.1,14.6,78
X2,04/10/2012,21.1,25.9,17.2,82
X2,05/10/2012,20.8,25.4,17.6,83
X2,06/10/2012,20.6,23.7,17.2,82
X2,07/10/2012,21.8,25.2,19.1,80
X2,08/10/2012,21.9,26.2,17.9,79
X2,09/10/2012,22.5,26.5,19,83
X2,10/10/2012,22.6,25,20.6,86
X2,11/10/2012,21.4,24.8,19.1,86
X2,12/10/2012,18.5,20.7,16.3,89
X2,13/10/2012,17.7,20.9,15.1,83
X2,14/10/2012,18.7,23.5,14,67
X2,15/10/2012,17,21.3,13.2,56
X2,16/10/2012,17.4,22.6,11.5,58
X2,17/10/2012,19.6,23.9,15.1,73
X2,18/10/2012,21.4,22.7,20.1,88
X2,19/10/2012,21.4,23.3,20.2,93
X2,20/10/2012,21.6,22.6,19.7,92
X2,21/10/2012,19,22.9,14.6,82
X2,22/10/2012,17.9,21.1,14.7,80
X2,23/10/2012,18.4,23,14.5,78
X2,24/10/2012,17.9,21,15.2,84
X2,25/10/2012,18.1,19.6,16.1,88
X2,26/10/2012,18.1,21.4,16.4,82
X2,27/10/2012,16.8,20,10.9,59
X2,28/10/2012,11.7,15.5,8.3,25
X2,29/10/2012,11.2,15.4,6.8,43
X2,30/10/2012,11.8,14.9,7.7,69
X2,31/10/2012,13.7,17.9,10.6,79
X2,01/11/2012,14.8,19.7,10,59
X2,02/11/2012,17,21.7,11.6,59
X2,03/11/2012,16.5,19.9,13.9,71
X2,04/11/2012,17,19.6,13.9,80
X2,05/11/2012,15.2,17.8,11.3,54
X2,06/11/2012,13.4,16.3,10.7,66
X2,07/11/2012,11.9,15.6,9.4,71
X2,08/11/2012,12.9,17.6,8,69
X2,09/11/2012,14.5,18.3,10.6,78
X2,10/11/2012,15.8,19.3,12.7,81
X2,11/11/2012,13.9,16.6,11.8,68
X2,12/11/2012,13.3,17.9,9.3,62
X2,13/11/2012,14.9,18.7,9.1,58
X2,14/11/2012,17.6,19.1,14.3,74
X2,15/11/2012,14.8,19,12.5,81
X2,16/11/2012,15.1,18,11.6,85
X2,17/11/2012,15.7,17.5,14,89
X2,18/11/2012,15.8,18.8,13.7,77
X2,19/11/2012,14.7,17.8,11.8,73
X2,20/11/2012,13,16.9,9.7,79
X2,21/11/2012,13.6,17.2,10.5,85
X2,22/11/2012,13.3,17.5,10.2,77
X2,23/11/2012,13.1,17.7,8.2,80
X2,24/11/2012,13.9,18,10.1,83
X2,25/11/2012,13.8,17,10.1,86
X2,26/11/2012,15.3,17.9,12.4,80
X2,27/11/2012,10.2,12.5,7.8,88
X2,28/11/2012,10.3,13,7.5,63
X2,29/11/2012,10.8,14.8,7.1,41
X2,30/11/2012,7.8,11.5,4.3,49
X2,01/12/2012,6.9,10.5,4.5,55
X2,02/12/2012,8,12.3,2.2,51
X2,03/12/2012,10.2,15.4,5.3,70
X2,04/12/2012,11.8,16.2,7.6,56
X2,05/12/2012,10.7,13.8,7.9,53
X2,06/12/2012,9.2,13.4,5.8,64
X2,07/12/2012,10.1,15.4,5.1,65
X2,08/12/2012,10.9,15.8,7.1,56
X2,09/12/2012,8.3,12.3,3.8,55
X2,10/12/2012,8.1,12,3.7,66
X2,11/12/2012,8.7,11,6.4,68
X2,12/12/2012,8.1,10.5,4.8,71
X2,13/12/2012,11,13.7,8.6,85
X2,14/12/2012,12.8,15.8,8.4,72
X2,15/12/2012,16.7,19.7,13.1,57
X2,16/12/2012,15.6,18.5,11.8,55
X2,17/12/2012,13.5,16.8,9.3,61
X2,18/12/2012,11.3,15.1,7.5,60
X2,19/12/2012,11.9,14.5,9.9,73
X2,20/12/2012,12.8,16.8,9.8,73
X2,21/12/2012,13.7,17.7,9.9,64
X2,22/12/2012,12.4,16,9.4,76
X2,23/12/2012,13.5,19.5,8.8,76
X2,24/12/2012,11.5,13.7,8.1,87
X2,25/12/2012,12.4,14.4,10.9,85
X2,26/12/2012,12.5,15.3,9.9,72
X2,27/12/2012,11.7,15.5,8,57
X2,28/12/2012,12.2,15.8,8,71
X2,29/12/2012,11.3,14.9,6.9,74
X2,30/12/2012,10.3,14,7.3,69
X2,31/12/2012,9.6,13.6,4.8,71
X2,01/01/2013,9.4,11.5,6,71
X2,02/01/2013,9.3,13.6,6,73
X2,03/01/2013,9.5,15,6.1,58
X2,04/01/2013,10.3,17,5.5,60
X2,05/01/2013,10.6,17.9,6.3,65
X2,06/01/2013,11.1,18.1,6.7,68
X2,07/01/2013,10.8,18.8,6.3,78
X2,08/01/2013,9.3,14.3,5.6,85
X2,09/01/2013,8.4,13.6,4.6,71
X2,10/01/2013,9.2,13.6,5.9,71
X2,11/01/2013,10.1,15.6,6.1,65
X2,12/01/2013,8.6,13.2,3.3,72
X2,13/01/2013,8.3,10.9,5.9,78
X2,14/01/2013,8.4,12.2,4.2,63
X2,15/01/2013,9.2,12.6,5.8,57
X2,16/01/2013,9.6,13.5,5.4,65
X2,17/01/2013,10.2,12.6,8.2,71
X2,18/01/2013,10.2,11.8,7.5,74
X2,19/01/2013,11.3,15,8.5,89
X2,20/01/2013,10.5,13.9,7.6,64
X2,21/01/2013,9.8,12.8,6.5,56
X2,22/01/2013,9.1,12.9,5.8,52
X2,23/01/2013,8.2,12.4,4.6,62
X2,24/01/2013,8.7,12,5.7,64
X2,25/01/2013,10,15.1,5,35
X2,26/01/2013,9.7,13,6.6,67
X2,27/01/2013,11.4,14.4,7.4,60
X2,28/01/2013,12,16.6,7.4,67
X2,29/01/2013,11.3,16,7.2,64
X2,30/01/2013,12.1,18.2,6.3,71
X2,31/01/2013,13.6,19.7,9.4,74
X2,01/02/2013,15.1,20.7,9.8,62
X2,02/02/2013,12.7,16.8,8.7,45
X2,03/02/2013,10.3,13.9,7.1,24
X2,04/02/2013,10.2,17.1,5.4,54
X2,05/02/2013,12.7,17.7,7.7,60
X2,06/02/2013,10.1,13.6,6.4,48
X2,07/02/2013,8.9,12.6,5.5,33
X2,08/02/2013,7.6,9.7,5.1,50
X2,09/02/2013,7,11.8,2.5,54
X2,10/02/2013,9.2,14.9,3.7,61
X2,11/02/2013,9.8,12.7,7.3,47
X2,12/02/2013,10.5,15,6.6,46
X2,13/02/2013,9.6,14.4,6.8,61
X2,14/02/2013,10.5,14.9,5.6,71
X2,15/02/2013,11.3,15.2,7.1,70
X2,16/02/2013,12,15.1,10.5,80
X2,17/02/2013,11.5,13.6,9.6,80
X2,18/02/2013,11.7,14.3,9.6,79
X2,19/02/2013,11.5,14.8,8.2,70
X2,20/02/2013,10.3,16,6.2,76
X2,21/02/2013,10.4,13,7.3,80
X2,22/02/2013,7.9,11.1,5.3,80
X2,23/02/2013,5,9.2,0.9,65
X2,24/02/2013,6,10.2,2.3,48
X2,25/02/2013,5.7,9.3,3.4,51
X2,26/02/2013,6.7,10.6,2.7,62
X2,27/02/2013,7.8,12.8,2.2,57
X2,28/02/2013,9.3,11.3,7.4,75
X2,01/03/2013,9.6,11.9,7.7,70
X2,02/03/2013,10.2,15.7,6.3,68
X2,03/03/2013,9.9,16.1,4.5,75
X2,04/03/2013,10.9,12.9,6.5,82
X2,05/03/2013,12.8,13.6,12.2,94
X2,06/03/2013,13.1,16.9,10.4,93
X2,07/03/2013,13.8,21.3,9.3,84
X2,08/03/2013,16.9,22.1,12.3,54
X2,09/03/2013,15.9,20.2,12,58
X2,10/03/2013,15.2,20.1,11.5,54
X2,11/03/2013,14.5,18.7,11.1,49
X2,12/03/2013,13.3,17.1,10,57
X2,13/03/2013,7.5,10.5,4.7,78
X2,14/03/2013,9,14.2,3.2,34
X2,15/03/2013,9.2,12.8,5.7,40
X2,16/03/2013,10.7,14.9,6.2,66
X2,17/03/2013,12.4,15,11,80
X2,18/03/2013,13.2,17.2,9.1,51
X2,19/03/2013,11.4,15.2,6.6,71
X2,20/03/2013,12.6,16.5,9,70
X2,21/03/2013,12.7,17.3,7.8,70
X2,22/03/2013,13.8,18.5,10.6,76
X2,23/03/2013,12.9,16.3,10.3,82
X2,24/03/2013,12.8,16.5,10.5,83
X2,25/03/2013,14.8,21.3,9.2,61
X2,26/03/2013,13.8,16.7,11.4,74
X2,27/03/2013,13.3,16.1,12.3,82
X2,28/03/2013,15.9,20.8,12.5,73
X2,29/03/2013,17.1,22.4,13.2,67
X2,30/03/2013,16.2,21.6,11.8,62
X2,31/03/2013,13.8,16.7,9.9,62
X2,01/04/2013,13.1,19.8,9.9,81
X2,02/04/2013,14.4,21.4,10.3,61
X2,03/04/2013,13.3,16.8,9.1,73
X2,04/04/2013,13.3,15.9,12.2,79
X2,05/04/2013,10.2,12.6,7.8,78
X2,06/04/2013,9.9,13.7,6.5,64
X2,07/04/2013,12.4,16.8,8.6,55
X2,08/04/2013,14.2,20.7,10.1,59
X2,09/04/2013,15.7,22.8,9.1,58
X2,10/04/2013,16.3,21,12.4,61
X2,11/04/2013,18.2,23,13.4,63
X2,12/04/2013,17.9,24.7,12.4,57
X2,13/04/2013,15.9,19.8,12.6,66
X2,14/04/2013,15.7,20.2,11.6,68
X2,15/04/2013,16.2,20.3,12,68
X2,16/04/2013,16.4,20,13.1,76
X2,17/04/2013,18.3,24,13,60
X2,18/04/2013,15.7,18.5,12.2,78
X2,19/04/2013,15.9,21.2,12,68
